"customer_id","account_num","lname","fname","mi","address1","address2","address3","address4","city","state_province","postal_code","country","customer_region_id","phone1","phone2","birthdate","marital_status","yearly_income","gender","total_children","num_children_at_home","education","date_accnt_opened","member_card","occupation","houseowner","num_cars_owned"
2827,22855350400.00,"Dickerson","Elizabeth",,"1683 Colfax Street","#125",,,"Burbank","CA","80622","USA",53,"966-555-7766","201-555-9816",1919/9/14 00:00:00,"S","$50K - $70K","F",3,0,"Bachelors Degree",1992/2/6 00:00:00,"Bronze","Management","N",1
2828,22863863700.00,"Phiel","Hinda",,"9759 Dover Way",,,,"Bellflower","CA","70849","USA",55,"374-555-1656","947-555-4392",1979/12/26 00:00:00,"M","$30K - $50K","F",0,0,"High School Degree",1991/1/4 00:00:00,"Bronze","Skilled Manual","Y",2
2829,22866851700.00,"Erwin","Marina",,"9800 St. George Dr",,,,"Yakima","WA","64093","USA",89,"163-555-8721","605-555-1314",1967/2/28 00:00:00,"S","$30K - $50K","F",1,0,"Partial High School",1994/4/8 00:00:00,"Bronze","Skilled Manual","Y",2
2830,22874769600.00,"Ujdur","Rebecca","D.","8131 Mission Drive",,,,"Glendale","CA","46773","USA",54,"128-555-5185","109-555-7463",1956/9/23 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1991/4/18 00:00:00,"Normal","Skilled Manual","N",2
2831,22884629400.00,"Booms","Leman",,"1082 Selena Court",,,,"Richmond","CA","53919","USA",35,"839-555-1878","928-555-6671",1953/10/27 00:00:00,"M","$50K - $70K","F",0,0,"Bachelors Degree",1991/2/7 00:00:00,"Silver","Management","Y",2
2832,22889709500.00,"Conroy","Joe",,"2324 Cherry Street",,,,"Lebanon","OR","27617","USA",72,"166-555-9628","455-555-2449",1953/6/14 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1993/6/16 00:00:00,"Normal","Manual","N",1
2833,22911542654.00,"Wood","Stephanie","G.","5528 Balhan Court",,,,"Newton","BC","23617","Canada",95,"240-555-8606","397-555-9285",1921/4/18 00:00:00,"S","$30K - $50K","F",0,0,"High School Degree",1992/4/21 00:00:00,"Bronze","Manual","N",2
2834,22922861576.00,"Blanchard","George","P.","7023 Stallion Way",,,,"Newton","BC","89071","Canada",95,"490-555-5985","186-555-7349",1914/9/10 00:00:00,"M","$70K - $90K","M",3,1,"Bachelors Degree",1992/10/26 00:00:00,"Bronze","Management","Y",4
2835,22925994396.00,"Martin","Cheryl",,"482 Hedaro Court",,,,"Everett","WA","28540","USA",81,"586-555-3592","390-555-7471",1940/4/19 00:00:00,"M","$70K - $90K","F",1,1,"Bachelors Degree",1992/9/22 00:00:00,"Bronze","Management","Y",3
2836,22926563024.00,"Richardson","Khristy","M.","4887 Benthill Ct",,,,"San Carlos","CA","87057","USA",44,"859-555-8599","201-555-4164",1951/6/8 00:00:00,"M","$10K - $30K","F",2,2,"Partial High School",1993/4/3 00:00:00,"Normal","Skilled Manual","N",2
2837,22941846300.00,"Sorenson","Helen","S.","1256 American Beauty Dr",,,,"Langford","BC","13336","Canada",102,"317-555-8492","428-555-2914",1962/6/12 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1992/4/27 00:00:00,"Normal","Manual","N",0
2838,22943788200.00,"Wieser","John",,"5914 Hazel Drive",,,,"Tixapan","DF","32370","Mexico",107,"851-555-6785","263-555-7235",1972/1/12 00:00:00,"S","$50K - $70K","M",1,0,"Bachelors Degree",1992/1/16 00:00:00,"Bronze","Professional","N",1
2839,22948417663.00,"Netz","Ariel",,"2537 I St.",,,,"Redmond","WA","31627","USA",19,"332-555-5307","512-555-4613",1915/6/13 00:00:00,"S","$30K - $50K","M",0,0,"High School Degree",1993/2/21 00:00:00,"Bronze","Manual","Y",2
2840,22949018500.00,"Hill","Margaret","M.","7450 Olivera Rd",,,,"Newton","BC","87356","Canada",95,"890-555-2228","721-555-4480",1938/2/4 00:00:00,"S","$130K - $150K","M",2,0,"Bachelors Degree",1992/10/1 00:00:00,"Bronze","Professional","Y",4
2841,22949313500.00,"Bucker","Wayne",,"6982 Duck Horn Court",,,,"Haney","BC","24310","Canada",93,"506-555-1638","333-555-4145",1921/4/7 00:00:00,"S","$70K - $90K","M",0,0,"Bachelors Degree",1992/5/27 00:00:00,"Bronze","Professional","N",3
2842,22960471510.00,"Ure","James","A.","2150 Pershing Dr",,,,"Burbank","CA","74667","USA",53,"425-555-9845","452-555-9380",1924/6/19 00:00:00,"M","$10K - $30K","F",3,2,"Partial High School",1992/3/2 00:00:00,"Normal","Skilled Manual","N",1
2843,22966404557.00,"Luna","Stella",,"1937 Sycamore Drive",,,,"Anacortes","WA","76782","USA",79,"852-555-5623","986-555-7673",1916/8/26 00:00:00,"M","$70K - $90K","M",3,2,"Graduate Degree",1994/2/3 00:00:00,"Bronze","Professional","N",2
2844,22969322800.00,"Jones","Kay",,"1261 Viking Drive",,,,"Everett","WA","93301","USA",81,"794-555-3459","467-555-6195",1950/10/19 00:00:00,"M","$150K +","F",2,0,"High School Degree",1991/12/10 00:00:00,"Golden","Professional","Y",2
2845,22983629703.00,"Ard","Lela",,"1301 Northstar Drive",,,,"Oak Bay","BC","61577","Canada",99,"583-555-1523","125-555-3116",1976/3/21 00:00:00,"S","$10K - $30K","F",3,0,"Partial High School",1992/12/11 00:00:00,"Bronze","Manual","Y",1
2846,22995678186.00,"Torrez","Adrian",,"2288 Gingham Way",,,,"Milwaukie","OR","36474","USA",65,"548-555-6988","528-555-9266",1915/3/3 00:00:00,"M","$50K - $70K","F",1,1,"Bachelors Degree",1991/8/18 00:00:00,"Bronze","Professional","Y",2
2847,23002292513.00,"Aragon","Betty","S.","5238 Mountaire Parkway",,,,"Concord","CA","69911","USA",46,"598-555-7338","448-555-8473",1956/3/14 00:00:00,"M","$90K - $110K","F",0,0,"Bachelors Degree",1992/5/17 00:00:00,"Silver","Management","Y",1
2848,23007876900.00,"Sweet","Todd",,"3824 Whitehaven Dr",,,,"Glendale","CA","91461","USA",54,"586-555-2430","875-555-4252",1918/7/26 00:00:00,"S","$10K - $30K","F",4,0,"Partial High School",1993/9/6 00:00:00,"Normal","Manual","N",1
2849,23029795885.00,"Herrera","Linda",,"7028 Stonedale",,,,"San Andres","DF","91060","Mexico",106,"659-555-1409","817-555-2088",1978/8/25 00:00:00,"M","$30K - $50K","F",3,3,"High School Degree",1993/11/25 00:00:00,"Golden","Manual","Y",3
2850,23034468300.00,"Burror","Zelah","P. L.","8523 OFarrell Dr",,,,"Port Orchard","WA","78771","USA",77,"909-555-7788","605-555-9152",1933/9/14 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1992/5/11 00:00:00,"Normal","Skilled Manual","N",1
2851,23045073700.00,"Bagley","Joseph",,"4638 Chestnut Ave",,,,"Burnaby","BC","44533","Canada",92,"106-555-5395","810-555-9274",1941/4/19 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1994/12/5 00:00:00,"Normal","Skilled Manual","Y",0
2852,23049703200.00,"Arazia","Elise",,"6387 Tanager Road",,,,"Merida","Yucatan","97405","Mexico",26,"617-555-5059","621-555-5966",1927/6/17 00:00:00,"M","$30K - $50K","M",0,0,"High School Degree",1992/4/10 00:00:00,"Golden","Skilled Manual","Y",2
2853,23058967600.00,"Gray","Larry",,"2756 Sinclair Avenue",,,,"Concord","CA","29328","USA",46,"424-555-1949","536-555-5370",1969/2/17 00:00:00,"S","$30K - $50K","M",4,0,"High School Degree",1994/3/15 00:00:00,"Silver","Manual","N",3
2854,23059273362.00,"Smith","James","J.","7415 Chaparral Court",,,,"Sedro Woolley","WA","48362","USA",80,"959-555-9242","370-555-9692",1929/2/3 00:00:00,"M","$30K - $50K","F",0,0,"High School Degree",1990/3/21 00:00:00,"Bronze","Manual","Y",2
2855,23084641695.00,"Weidoff","Susan","R.","4037 San View Way",,,,"Sooke","BC","19154","Canada",101,"440-555-7763","620-555-7070",1916/6/13 00:00:00,"S","$50K - $70K","M",3,0,"High School Degree",1993/11/23 00:00:00,"Normal","Manual","Y",2
2856,23089485764.00,"Harbut","Stephen","R.","8950 Scenic Avenue",,,,"Woodburn","OR","43501","USA",69,"997-555-4685","955-555-8335",1971/10/2 00:00:00,"M","$130K - $150K","F",5,3,"Graduate Degree",1993/7/14 00:00:00,"Silver","Professional","Y",3
2857,23093444705.00,"Meuller","Shae","A.","8483 Arizona Drive",,,,"Burbank","CA","40303","USA",53,"501-555-1834","328-555-4342",1917/8/2 00:00:00,"M","$30K - $50K","M",1,0,"High School Degree",1991/9/9 00:00:00,"Bronze","Skilled Manual","Y",4
2858,23111850000.00,"Marchese","Mark",,"6306 Knollview Court",,,,"Burnaby","BC","90660","Canada",92,"420-555-1042","447-555-9577",1956/8/8 00:00:00,"M","$70K - $90K","F",3,2,"Bachelors Degree",1990/7/20 00:00:00,"Bronze","Management","Y",4
2859,23123989701.00,"Oechsle","Evelyn","J.","6093 Olivera Road",,,,"San Jose","CA","92775","USA",39,"847-555-5820","981-555-7870",1980/7/12 00:00:00,"S","$130K - $150K","F",2,0,"Partial High School",1993/3/19 00:00:00,"Normal","Professional","N",4
2860,23126639700.00,"Thayer","Dee",,"1515 Ptarmigan Dr",,,,"Palo Alto","CA","83001","USA",41,"789-555-3656","462-555-6392",1975/6/2 00:00:00,"M","$110K - $130K","M",1,1,"Bachelors Degree",1993/1/6 00:00:00,"Bronze","Professional","Y",3
2861,23127535600.00,"Buss","Edward",,"4211 Eastgate Avenue",,,,"Newport Beach","CA","51278","USA",59,"578-555-1720","120-555-3313",1964/6/1 00:00:00,"M","$30K - $50K","M",5,5,"Partial College",1991/6/20 00:00:00,"Golden","Professional","Y",3
2862,23129853010.00,"Trexler","Ronald",,"2542 Pinecrest Court",,,,"Orizaba","Veracruz","58346","Mexico",24,"543-555-7184","524-555-9463",1940/11/16 00:00:00,"M","$50K - $70K","F",1,1,"Bachelors Degree",1993/1/9 00:00:00,"Bronze","Professional","Y",2
2863,23131870000.00,"Tato","Paul",,"5492 Dartmouth Way",,,,"Olympia","WA","91783","USA",85,"593-555-7535","443-555-8670",1931/5/14 00:00:00,"M","$70K - $90K","M",0,0,"Bachelors Degree",1993/6/4 00:00:00,"Bronze","Professional","Y",3
2864,23142775900.00,"Velasquez","Susan","M.","6733 North Star Dr",,,,"Chula Vista","CA","14334","USA",13,"581-555-2627","209-555-8106",1938/9/6 00:00:00,"M","$110K - $130K","M",1,1,"High School Degree",1991/6/18 00:00:00,"Golden","Professional","Y",3
2865,23145264983.00,"Prutch","Barbara","J.","9937 Madrone St",,,,"Altadena","CA","13933","USA",50,"767-555-3866","263-555-8202",1911/3/16 00:00:00,"S","$110K - $130K","M",4,0,"High School Degree",1993/10/17 00:00:00,"Silver","Management","Y",1
2866,23165156245.00,"Quinn","Jeff","S.","1434 El Dorado Way",,,,"Altadena","CA","16447","USA",50,"117-555-1244","713-555-2609",1968/11/2 00:00:00,"S","$30K - $50K","F",2,0,"High School Degree",1993/11/27 00:00:00,"Bronze","Skilled Manual","N",2
2867,23175380825.00,"Bullock","Gregory","S","4892 St. Andrews Drive",,,,"Berkeley","CA","66405","USA",36,"213-555-7851","917-555-2730",1938/3/5 00:00:00,"S","$10K - $30K","M",2,0,"Partial High School",1993/7/2 00:00:00,"Normal","Manual","N",0
2868,23189382000.00,"Archuletta","Alice",,"9297 Mauna Kea Court",,,,"Tixapan","DF","20278","Mexico",107,"725-555-7516","728-555-8423",1956/1/26 00:00:00,"M","$130K - $150K","M",1,0,"High School Degree",1990/9/15 00:00:00,"Bronze","Professional","N",3
2869,23193566200.00,"Woods","Steven",,"5665 Las Lomas Way","Unit F",,,"Torrance","CA","24908","USA",57,"844-555-3751","955-555-7173",1960/5/24 00:00:00,"S","$10K - $30K","F",2,0,"High School Degree",1993/2/6 00:00:00,"Normal","Skilled Manual","Y",0
2870,23194462100.00,"Leadingham","Marie",,"7669 Springfield Drive",,,,"Woodland Hills","CA","43942","USA",62,"478-555-2044","790-555-2494",1965/4/18 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1992/1/21 00:00:00,"Normal","Skilled Manual","N",1
2871,23198195700.00,"Beavers","Michelle",,"6947 Jemco Court",,,,"Edmonds","WA","14734","USA",83,"859-555-9566","379-555-3530",1971/2/15 00:00:00,"S","$30K - $50K","M",4,0,"Partial College",1993/6/20 00:00:00,"Bronze","Management","N",2
2872,23214331900.00,"Yalotz","Michael",,"1861 Chinquapin Ct",,,,"Anacortes","WA","98929","USA",79,"517-555-6487","475-555-1137",1930/6/11 00:00:00,"M","$30K - $50K","F",4,3,"High School Degree",1992/7/21 00:00:00,"Golden","Manual","Y",2
2873,23220801353.00,"Rowlez","Kathryn","M.","4672 Euclid Ave",,,,"Kirkland","WA","62175","USA",63,"921-555-3637","748-555-6144",1978/11/9 00:00:00,"S","$90K - $110K","M",4,0,"High School Degree",1992/8/26 00:00:00,"Silver","Professional","Y",3
2874,23221053500.00,"Montoya","Genevieve",,"2495 Rachele Road",,,,"Langford","BC","86240","Canada",102,"840-555-2844","206-555-6037",1917/9/26 00:00:00,"S","$30K - $50K","F",4,0,"High School Degree",1993/3/7 00:00:00,"Bronze","Skilled Manual","N",1
2875,23225833200.00,"Chorbajian","Teresa","G","2282 Nulty Dr",,,,"Santa Monica","CA","88354","USA",49,"367-555-7623","501-555-9673",1965/4/13 00:00:00,"M","$50K - $70K","F",3,2,"Bachelors Degree",1993/8/16 00:00:00,"Silver","Management","Y",2
2876,23228392004.00,"Grant","Mahasti",,"359 Pleasant Hill Rd",,,,"San Gabriel","CA","58747","USA",52,"309-555-5459","882-555-8194",1934/1/12 00:00:00,"M","$70K - $90K","F",0,0,"Graduate Degree",1991/3/28 00:00:00,"Bronze","Professional","Y",2
2877,23231213700.00,"Whitley","Mark","S.","400 Matterhorn Court","#3",,,"Palo Alto","CA","73150","USA",41,"688-555-4098","230-555-5691",1955/9/8 00:00:00,"S","$70K - $90K","F",4,0,"Bachelors Degree",1991/7/23 00:00:00,"Bronze","Professional","Y",3
2878,23231363900.00,"Lindahl","William",,"1387 Dias Circle",,,,"Port Orchard","WA","55830","USA",77,"892-555-4219","873-555-6498",1969/5/23 00:00:00,"M","$30K - $50K","F",4,4,"High School Degree",1991/10/9 00:00:00,"Golden","Skilled Manual","Y",4
2879,23233890533.00,"Montelongo","Lynn",,"1681 Lighthouse Way",,,,"Downey","CA","71627","USA",58,"703-555-9912","553-555-2048",1934/9/1 00:00:00,"S","$130K - $150K","M",1,0,"Graduate Degree",1992/12/1 00:00:00,"Bronze","Management","Y",3
2880,23254827857.00,"Spangenberg","Lucille","R.","2923 Napa St",,,,"Newton","BC","55003","Canada",95,"930-555-8662","319-555-1484",1973/10/18 00:00:00,"M","$30K - $50K","F",2,2,"High School Degree",1993/8/12 00:00:00,"Bronze","Manual","Y",3
2881,23258867263.00,"Patridge","Ruth","A.","6127 Lisa Lee Lane",,,,"Lincoln Acres","CA","28311","USA",10,"765-555-3983","261-555-8319",1964/3/11 00:00:00,"M","$30K - $50K","F",3,1,"High School Degree",1994/7/10 00:00:00,"Golden","Manual","N",3
2882,23259596800.00,"Carlson","Marina","M. K.","7622 Mayette Avenue",,,,"Lincoln Acres","CA","42314","USA",10,"115-555-1362","950-555-6384",1925/11/6 00:00:00,"S","$10K - $30K","M",2,0,"Partial High School",1992/5/17 00:00:00,"Normal","Manual","N",1
2883,23271098100.00,"Faucette","Joan",,"3737 Bellord Ct",,,,"Shawnee","BC","80782","Canada",105,"211-555-7969","915-555-2848",1927/10/6 00:00:00,"M","$30K - $50K","F",0,0,"High School Degree",1993/7/2 00:00:00,"Silver","Manual","Y",4
2884,23278002142.00,"Thompson","Eric",,"5486 Maria Vega Court",,,,"San Jose","CA","34655","USA",39,"723-555-7634","726-555-8541",1977/5/24 00:00:00,"S","$30K - $50K","M",3,0,"High School Degree",1992/5/13 00:00:00,"Bronze","Manual","Y",2
2885,23282250761.00,"Zastpil","Lorence","G.","1855 Rio Blanco Drive",,,,"Grossmont","CA","65578","USA",17,"842-555-3869","953-555-7291",1943/6/20 00:00:00,"S","$130K - $150K","F",3,0,"Bachelors Degree",1994/9/12 00:00:00,"Bronze","Professional","Y",2
2886,23283978104.00,"Grainey","Cecilia","C.","6513 Beauer Lane",,,,"Portland","OR","84612","USA",22,"476-555-2162","127-555-6269",1979/1/11 00:00:00,"M","$30K - $50K","F",3,0,"High School Degree",1994/2/13 00:00:00,"Bronze","Manual","Y",1
2887,23284165859.00,"Hathcock","Catherine","M.","3136 Pinewood Court",,,,"Burlingame","CA","55404","USA",43,"857-555-9684","376-555-3648",1960/9/15 00:00:00,"S","$10K - $30K","F",2,0,"Partial High School",1993/6/20 00:00:00,"Normal","Manual","N",2
2888,23286515474.00,"Hanas","Joann","C.","8049 Jefferson Street",,,,"La Mesa","CA","40600","USA",11,"515-555-6605","473-555-1255",1951/9/9 00:00:00,"S","$130K - $150K","M",2,0,"Bachelors Degree",1990/6/3 00:00:00,"Bronze","Professional","Y",4
2889,23295447230.00,"Jorgensen","Mary","D.","7581 Whiteaben Drive",,,,"Cliffside","BC","76553","Canada",103,"918-555-3755","745-555-6262",1972/4/15 00:00:00,"S","$50K - $70K","M",1,0,"Bachelors Degree",1992/1/20 00:00:00,"Bronze","Management","Y",1
2890,23302024000.00,"Cavior","Shirley","J.","2749 Greenbush Drive",,,,"Beverly Hills","CA","27910","USA",47,"950-555-5222","316-555-8415",1944/9/3 00:00:00,"M","$30K - $50K","F",4,4,"High School Degree",1991/6/10 00:00:00,"Golden","Manual","Y",2
2891,23330407100.00,"Cardenas","Ursula",,"2536 El Capitan Lane",,,,"Langford","BC","30025","Canada",102,"477-555-1000","611-555-3050",1966/3/25 00:00:00,"S","$10K - $30K","F",5,0,"Partial High School",1990/6/3 00:00:00,"Normal","Manual","N",0
2892,23332767486.00,"Manown","Dennis","A.","613 Glen Wood Drive",,,,"Shawnee","BC","46544","Canada",105,"419-555-7836","992-555-1572",1967/8/21 00:00:00,"M","$30K - $50K","F",5,3,"Partial College",1993/3/9 00:00:00,"Silver","Management","Y",3
2893,23356998600.00,"Slavin","Greg",,"3309 Clayton Way",,,,"Spring Valley","CA","14821","USA",15,"208-555-5900","889-555-2151",1962/4/26 00:00:00,"M","$70K - $90K","F",1,1,"Partial High School",1991/3/2 00:00:00,"Bronze","Professional","N",3
2894,23359090700.00,"Reeves","Jennie",,"1641 Overhill Rd",,,,"Walla Walla","WA","70208","USA",88,"412-555-6022","393-555-8301",1938/8/10 00:00:00,"M","$10K - $30K","M",5,4,"Partial High School",1993/3/12 00:00:00,"Normal","Skilled Manual","Y",1
2895,23368054600.00,"Peterson","Ernie","A.","4591 Camino Peral",,,,"Santa Cruz","CA","29614","USA",40,"223-555-2715","973-555-3850",1935/9/13 00:00:00,"M","$10K - $30K","M",1,1,"Partial High School",1993/4/12 00:00:00,"Normal","Skilled Manual","Y",0
2896,23369867801.00,"Hayne","Kelly","S.","3177 Dover Way",,,,"Port Orchard","WA","51163","USA",77,"450-555-1465","739-555-3286",1935/5/27 00:00:00,"S","$50K - $70K","F",5,0,"Bachelors Degree",1991/8/21 00:00:00,"Bronze","Professional","N",2
2897,23372228145.00,"Case","Carolyn",,"6381 Cardinal",,,,"Issaquah","WA","50763","USA",21,"284-555-5786","681-555-1122",1973/3/4 00:00:00,"M","$70K - $90K","F",1,0,"Bachelors Degree",1994/3/15 00:00:00,"Bronze","Professional","Y",2
2898,23401517900.00,"Noble","Michelle","I.","7876 Clinton Dr","Unit E",,,"Royal Oak","BC","38474","Canada",100,"534-555-3165","469-555-8186",1966/8/23 00:00:00,"M","$110K - $130K","M",3,3,"Partial High School",1990/11/3 00:00:00,"Golden","Professional","Y",3
2899,23402901887.00,"Zehner","Susan","M.","3991 Rose Ann Drive",,,,"San Diego","CA","42357","USA",7,"870-555-4429","435-555-4651",1942/7/4 00:00:00,"M","$130K - $150K","F",2,1,"High School Degree",1991/10/27 00:00:00,"Bronze","Professional","Y",2
2900,23404452204.00,"Nolan","Chellie","A.","5740 Cherry Street",,,,"Santa Monica","CA","57107","USA",49,"242-555-9436","246-555-1343",1954/9/20 00:00:00,"M","$30K - $50K","F",3,3,"Partial College",1991/6/8 00:00:00,"Golden","Skilled Manual","Y",4
2901,23417847156.00,"Beard","Lona",,"2109 Harvey Way",,,,"Tixapan","DF","61738","Mexico",107,"361-555-5672","473-555-9093",1946/12/10 00:00:00,"S","$110K - $130K","M",5,0,"High School Degree",1991/2/4 00:00:00,"Bronze","Professional","Y",2
2902,23428109300.00,"Mitchell","Liliana",,"8014 N. Civic Drive",,,,"Metchosin","BC","80772","Canada",104,"589-555-4461","239-555-8568",1944/4/26 00:00:00,"S","$30K - $50K","M",2,0,"High School Degree",1994/5/13 00:00:00,"Bronze","Manual","N",3
2903,23431542500.00,"Sikes","M.","C.","4637 Lakeside Court",,,,"Grossmont","CA","77856","USA",17,"970-555-2982","489-555-5946",1957/8/28 00:00:00,"S","$130K - $150K","M",1,0,"Partial High School",1990/3/6 00:00:00,"Silver","Professional","Y",3
2904,23431644439.00,"Gramstoff","Barbara",,"2206 Countrywood Ct",,,,"Haney","BC","63052","Canada",93,"627-555-8903","585-555-3554",1980/5/19 00:00:00,"S","$110K - $130K","M",4,0,"Partial High School",1994/3/24 00:00:00,"Bronze","Professional","Y",2
2905,23432255983.00,"Mulder","Justin","D.","9082 Rolling Green Circle",,,,"Port Orchard","WA","99005","USA",77,"131-555-6053","858-555-8560",1963/7/22 00:00:00,"M","$50K - $70K","M",1,0,"Partial High School",1994/9/23 00:00:00,"Bronze","Manual","Y",3
2906,23435345888.00,"Zuerner","Natalie","J.","6905 Camino Ricardo",,,,"Coronado","CA","50362","USA",8,"951-555-5261","316-555-8454",1967/8/7 00:00:00,"M","$10K - $30K","M",4,1,"Partial High School",1990/7/26 00:00:00,"Normal","Skilled Manual","N",2
2907,23436622600.00,"Turpin","Danny","J.","6692 Babel Lane",,,,"Kirkland","WA","52477","USA",63,"716-555-4696","851-555-6746",1959/11/13 00:00:00,"S","$30K - $50K","F",3,0,"Partial High School",1992/6/27 00:00:00,"Bronze","Manual","N",4
2908,23447228100.00,"Broxton","Janeen","A.","4769 Buchanan Ct","Unit G 202",,,"Milwaukie","OR","42704","USA",65,"659-555-2532","993-555-1610",1922/2/7 00:00:00,"M","$30K - $50K","M",4,4,"High School Degree",1993/5/6 00:00:00,"Bronze","Manual","N",3
2909,23467548500.00,"Gonzalez","Jane","R.","4810 Rahn Court",,,,"Edmonds","WA","10980","USA",83,"208-555-5939","889-555-2189",1949/5/9 00:00:00,"M","$50K - $70K","M",5,5,"Bachelors Degree",1994/5/7 00:00:00,"Golden","Management","Y",2
2910,23480991700.00,"McGrew","Tran","M.","3141 Jalalon Place",,,,"Ballard","WA","92660","USA",20,"412-555-6061","393-555-8339",1969/8/1 00:00:00,"M","$10K - $30K","M",1,0,"Partial High School",1994/12/15 00:00:00,"Normal","Skilled Manual","N",1
2911,23490760326.00,"Williams","Katrina",,"6091 Patterson Blvd.",,,,"Santa Fe","DF","19314","Mexico",109,"224-555-2753","973-555-3889",1928/6/2 00:00:00,"S","$30K - $50K","M",5,0,"Bachelors Degree",1991/4/9 00:00:00,"Bronze","Professional","N",3
2912,23506837500.00,"Colla","Staci",,"7332 Arcadia Pl",,,,"Oakland","CA","40864","USA",37,"451-555-1504","739-555-3325",1960/10/13 00:00:00,"S","$90K - $110K","F",3,0,"Bachelors Degree",1991/5/15 00:00:00,"Bronze","Professional","N",3
2913,23508355617.00,"Bell","Jean","S.","538 Ward Court",,,,"Pomona","CA","40463","USA",61,"285-555-5825","681-555-1161",1972/8/25 00:00:00,"M","$50K - $70K","F",1,1,"Bachelors Degree",1992/10/18 00:00:00,"Silver","Professional","Y",3
2914,23513559100.00,"Rayner","Elydia","K.","2033 Woodbury Place",,,,"Burien","WA","28174","USA",74,"886-555-9121","582-555-1485",1967/9/17 00:00:00,"S","$70K - $90K","M",3,0,"High School Degree",1990/4/3 00:00:00,"Bronze","Professional","N",1
2915,23523279428.00,"Jameson","Tressa","C.","5491 Martindale Drive",,,,"West Covina","CA","66643","USA",60,"982-555-6728","547-555-6949",1963/12/12 00:00:00,"M","$130K - $150K","M",0,0,"Partial High School",1992/11/25 00:00:00,"Bronze","Professional","Y",3
2916,23525350093.00,"Barger","Claudia","P.","9896 Whitehaven Dr",,,,"Salem","OR","46808","USA",23,"355-555-2735","359-555-3642",1949/3/9 00:00:00,"M","$30K - $50K","M",5,0,"High School Degree",1991/2/3 00:00:00,"Bronze","Manual","N",3
2917,23535145521.00,"Sparkman","Ken",,"6264 Center Ave",,,,"Everett","WA","51438","USA",81,"713-555-2628","586-555-2392",1921/10/10 00:00:00,"M","$10K - $30K","M",2,1,"Partial High School",1992/10/23 00:00:00,"Normal","Manual","N",2
2918,23539549708.00,"Contreras","Kamela","R.","8268 Donald Dr",,,,"Puyallup","WA","70472","USA",86,"109-555-6263","659-555-1371",1951/10/22 00:00:00,"S","$10K - $30K","F",3,0,"Partial High School",1993/2/14 00:00:00,"Normal","Manual","N",2
2919,23542746901.00,"Shepherd","Harold",,"7546 Brookview Dr",,,,"Tixapan","DF","41264","Mexico",107,"490-555-4785","909-555-7749",1938/3/5 00:00:00,"M","$90K - $110K","M",1,1,"Partial High School",1991/7/4 00:00:00,"Bronze","Professional","Y",1
2920,23543583800.00,"Bassett","Lily",,"2460 Tanager Court",,,,"Cliffside","BC","26460","Canada",103,"147-555-1706","105-555-5356",1923/7/21 00:00:00,"M","$30K - $50K","F",2,2,"Partial College",1992/3/5 00:00:00,"Bronze","Professional","Y",4
2921,23545879721.00,"McLaughlin","Grace","B.","1992 Hidden Oak Ct",,,,"Spokane","WA","62413","USA",87,"790-555-2514","378-555-1363",1954/10/1 00:00:00,"S","$30K - $50K","F",4,0,"High School Degree",1990/5/1 00:00:00,"Bronze","Manual","Y",2
2922,23547955751.00,"Duran","Billy",,"7159 Shell Circle",,,,"Seattle","WA","13771","USA",18,"470-555-7063","736-555-1256",1932/11/22 00:00:00,"M","$110K - $130K","M",1,1,"High School Degree",1994/2/12 00:00:00,"Bronze","Professional","Y",4
2923,23563383817.00,"Bradshaw","Francis",,"6946 Ridge Circle",,,,"Renton","WA","15886","USA",73,"236-555-6499","371-555-8549",1956/10/26 00:00:00,"M","$30K - $50K","M",3,3,"Partial College",1993/9/11 00:00:00,"Golden","Professional","N",3
2924,23563539385.00,"Schwairy","Tammy","R.","5023 Scenic Avenue",,,,"Bremerton","WA","32404","USA",76,"178-555-4335","751-555-7071",1951/8/16 00:00:00,"S","$30K - $50K","M",5,0,"Partial College",1991/10/12 00:00:00,"Bronze","Manual","N",3
2925,23574037551.00,"Browne","Heidi","R.","5064 Greendell Rd",,,,"Milwaukie","OR","99680","USA",65,"867-555-2399","409-555-3992",1940/9/15 00:00:00,"S","$30K - $50K","M",0,0,"Partial College",1994/6/10 00:00:00,"Bronze","Skilled Manual","N",1
2926,23578393500.00,"Blaine","Linda","R.","6051 Bellows Ct",,,,"Tlaxiaco","Oaxaca","56068","Mexico",30,"298-555-3918","279-555-6197",1922/8/6 00:00:00,"M","$10K - $30K","F",0,0,"Partial High School",1992/2/26 00:00:00,"Normal","Manual","N",0
2927,23583934903.00,"Hayes","Mary","E.","6345 Fox Way",,,,"Bellflower","CA","89506","USA",55,"109-555-9611","198-555-5404",1925/5/14 00:00:00,"M","$30K - $50K","M",4,4,"High School Degree",1992/7/21 00:00:00,"Golden","Manual","Y",2
2928,23589894800.00,"Tate","Mary",,"7587 Providence Dr",,,,"Kirkland","WA","91348","USA",63,"336-555-8361","625-555-1183",1920/6/23 00:00:00,"M","$10K - $30K","M",1,0,"Partial High School",1994/7/8 00:00:00,"Normal","Skilled Manual","N",0
